id,review,Usa,Sup,Dep,Per
94,"Lagging and inaccurate in my area, but the app and graphics are good. I paid for this version and that's the disappointing part. Please make it more precise.",0,0,0,1
95,"Slow and inaccurate has my area like Stewart, Alabama. We are the City of Winfield, Fayette County, BOBO Community. He has always been that NEVER STEWART. Please correct this as soon as possible.",0,0,0,1
96,I really enjoy the radar part of this app. I like being able to see the magnitude of the coming storm. It could be a little faster on notifications but I still like the app.,0,0,0,1
97,"Beautiful app, but it uses a lot of power so it's hard to leave it on and use it a lot.",0,0,0,1
98,"Accurate data and good user experience. Minimal delay, if any.",0,0,0,1
99,"It worked very well until a couple of weeks ago. Now the keyboard above normal has an extremely slow response time, it takes at least 3 seconds for the character to appear in the formula bar. As I said, the great app is mainly used for calculation functions, but now it has problems. Please fix",0,0,0,1
100,Frustratingly slow and freezes on iPhone 6. Needs to be fixed immediately,0,0,0,1
101,"The camera input won't work and the top half of the keyboard is so slow to respond that it's not worth using. I sent an email to support asking for help and they rejected me with a generic response, probably not even reading my email.",0,0,0,1
102,"It is a great application. However, Wolfram gets very slow and freezes for seconds every time I tap a number. And it's the only app that gets slow, so I'm sure it's not my phone's problem. Please fix it.",0,0,0,1
103,"The massive inconsistency, coupled with the absurd user experience, is enough to make Wikipedia's crude, uneven, argumentative crowdsourcing seem superior by comparison, which is no small feat. If Wolfram Alpha were a restaurant, after ordering you'd see a plate of spaghetti thrown at the nearest wall and then proudly framed in its place.",0,0,0,1
104,"Whether it's the app, the new iOS, or the combination, this beautiful app constantly crashes and crashes frequently, rendering it essentially useless. If it is fixed, I will rate it again with 5 stars...",0,0,0,1
105,"It's not as smooth in iOS 8. In iOS 7, I could rotate my iPad about a central axis and the ""sky"" stayed impressively still, now there's a noticeable shake as I rotate.",0,0,0,1
106,"It took me too long to figure out how to establish my location, which could only be approximate. Also, it doesn't automatically sync with the sky like some of the best apps. Doesn't match the glowing reviews. Keep looking.",0,0,0,1
107,I also notice a several-second delay when I raise my iPad Air to the sky before it connects to the object I'm looking at.,0,0,0,1
108,"If I could give this once amazing app a negative rating, I would. I mean, there really are no updates or fixes for easily reproducible bugs. As expected, I have exactly the same problems as everyone else. Freezing, autocorrect especially when trying to add punctuation, gibberish, slow slow SLOW and more...",0,0,0,1
109,"I love that swype exists. It's just not the fact that this crashes apps or just doesn't respond at all. It gives completely different words than intended, so it's almost funny.",0,0,0,1
110,"I was a Swype user when it was on Android, and I was happy to see my favorite third-party input solution coming to iOS; however, they don't seem to care about updating on the IOS platform as much as they do on Android. or they have stopped updating there too. It often gets stuck on a blank screen, issues like this have not been fixed throughout its very slow and very few updates. And I wonder why they already support so many languages ??on Android, but much less on IOS. No matter how users express their need, they just don't seem to care.",0,0,0,1
111,"For some reason it worked for three months, but now it constantly freezes and only shows the numeric punctuation keyboard. I froze again when I started this review.",0,0,0,1
112,"It's frustrating having to wait for the map to draw when you scroll the screen. Each screen can take 1015 seconds to appear. I like the concept and the map download so you don't need to be online to use it, but is it slow?",0,0,0,1
113,"Since updating to the new version I have had nothing but problems. Loading is very slow and when it does it constantly crashes. I liked the previous version where you could just have a layer of bottomless lakes. Now I can't get rid of the background map like I could in the previous version. It shows that I should be able to turn off the photo background, but when I do this I also lose the lakes. Oh yeah, and more than half the time the outlines don't appear. I wish I could get my money back.",0,0,0,1
114,"Great app, great concept. I like the design, it's very good. It is soft but could be softer. They need to work on speed and stability, but it's not horrible at the moment. Great app overall.",0,0,0,1
115,"The app says it downloads from Dropbox at about 1 minute per 1000 songs. Have 18,000 songs in Dropbox. 45 minutes later and still downloading.",0,0,0,1
116,Takes up a lot of space on the phone but is very useful for storing photos and videos on your phone without having to have them in your camera roll.,0,0,0,1
117,"Great security app, but I also run others on my phone just in case, just like I do on my PC, but for what it offers and what it can do, it's a great app to run on your phone and it slows down not my i5 All in all I don't have an app on my phone that slows it down at all and I don't understand what people are complaining about. It does what it says on the tin and would tell anyone to put it on their phone. It helps your phone",0,0,0,1
118,I have no problem with security protection or device discovery. I would recommend this app to others except for the one problem I have. This app drains my devices battery life pretty quickly. I went to bed last night around 12pm with my phone fully charged. When I woke up at 6am this morning my battery was dead. No other app did this to my phone. I would give this app all five stars if it didn't drain the battery.,0,0,0,1
119,I tried this app and found that it uses around 500MB of data in a 5 hour period. Is no longer used.,0,0,0,1
120,Please note that there is no security protection here. I'm disappointed. I don't need you to secure my contacts. I don't need you to secure my contacts. I don't need you to backup my photos or anything else on my phone. I don't need you to tell me the storage space on my phone. None of the things you advertise make my phone more secure. All of the above already takes care of everything I needed to do to reassure you or at least help ensure that there is an increased security scan that you would not provide so you will be deleted.,0,0,0,1
121,So totally satisfied so far. My only complaint would be if they could develop a lighter app for those of us running iOS 9.3.5 devices.,0,0,0,1
122,"I can get a good overview of my fitness progress. However, synchronization is a problem. Synchronization via Bluetooth takes some time. I have a Charge 2 tracker. It seems that the activity sync is quite buggy and the sync happens the other way around. Instead of updating the app, the app update costs 2 hours with stale data for the activity. For example, my Charge 2 tracker and app were in sync and showing 20 minutes of activity. After a brisk walk, Charge 2 showed 30 minutes of activity. When I synced it to the app, Charge 2 again only showed 20 minutes of activity",0,0,0,1
123,"I have a Fitbit Alta and syncing my steps seems slow. Additionally, when I receive and accept challenge requests, I will not sync or connect with my other competitors. Please fix the problem. I have had an ongoing problem for a week.",0,0,0,1
124,The app hangs and cannot be fully set up. I wish I hadn't wasted my money,0,0,0,1
125,"I love the Fitbit app, it helps me a lot, but when I want to add another Fitbit or do something else, my entire phone lags and I can never do what you tried",0,0,0,1
126,PLEASE LET US DELETE THE CARD HISTORY AT ONCE. INDIVIDUALLY IS SLOW AND TIME CONSUMING. It takes a long time to delete everything. INCREDIBLE,0,0,0,1
127,"Determining the direction of travel is slow, there is never a direct route, and the ever-changing scale makes it difficult to determine the next turn without having to concentrate or stare at the screen.",0,0,0,1
128,"After years of great service, this app can no longer find my location AT ALL. About a mile away. Tried restarting, deleting and re-downloading the app. Nothing works. I will revise my review if it turns out to be user error. I doubt it as it just happened from one day to the next when I opened the app.",0,0,0,1
129,"I have to say, when I first downloaded the Prisma app, I loved using it to edit my photos into something fun. However, it crashes every time I try to use the app now. I kept trying to close it, do a hard reset, delete it etc. I also download the app again and it still crashes. This app is currently just taking up memory on my phone. The app crashes far too often to even be considered usable",0,0,0,1
130,"The filters themselves are great. The processing time is not too long. However, it takes far too long to look at the results of multiple filters individually. The problem is exacerbated by adding additional filters. Previews would be great or perhaps the app would handle multiple photo filters while plugged in overnight.",0,0,0,1
131,It took a very long time to load and when it finished I was given an error message saying something went wrong. Try again later.,0,0,0,1
132,"The filters are unique and interesting. Unfortunately, it is not uncommon for it to crash when selecting and applying a style. The lag time in processing isn't too bad given the nature of the filters, but it could be better. Additionally, it's difficult to adjust the intensity of the effects, it's rather haphazard to even get them to ramp up. Overall 45 points for the features that don't really allow you to customize an effect that I can see, and 35 points for functionality. It's discouraging to use the app to its full potential when it keeps crashing. I would prefer if the developers improved the existing features and their functionality before introducing something new.",0,0,0,1
133,"This app was always slow at rendering images, but now it crashes almost every time I even try a filter. Fix your shizz. I have deleted it",0,0,0,1
134,This version cannot be compared with the previous version when I enjoyed using this app. Now filters take a long time to load and you don't see the preview below. Requires a lot of patience and time.,0,0,0,1
135,"There are so many filters that it's difficult to choose. Sometimes it's a bit slow, but that seems to be less common after recent updates.",0,0,0,1
136,Works great for quickly creating PDF files from your smartphone. It would be nice to be able to email multiple files at once without having to send them to the cloud.,0,0,0,1
137,"Since the last update my battery has been empty in 3 hours. I don't understand why, even in offline mode. I can't use it now. Please fix this issue",0,0,0,1
138,This app CONSTANTLY buffers my music and won't play it. 3 out of 5 times when I open it to play a song it just says "Buffering" and nothing plays. AND I PAY FOR IT. But it won't last long...,0,0,0,1
139,"After the last update, I couldn't play music via the app on any of my Apple devices. I keep getting the message that my station is buffering and will be back soon... So far I've never had any problems and have always relied on Pandora for good music",0,0,0,1
140,The app definitely needs to be revised. Crashes about every 15 seconds on an Apple Watch and most of the time the app takes about 30 seconds to load regardless of connection speed. These times are much worse when I'm connected to Apple Play in my car.,0,0,0,1
141,Loading on my iPhone has been extremely slow for the past few days and then skips all songs. The. Time. I usually like the half of a book that I really like.,0,0,0,1
142,until this last update. I used 80% of my battery in four hours. Unacceptable.,0,0,0,1
143,It freezes every other song. It's not worth paying 15 a month and dealing with this frustration. Literally needs to be fixed ASAP,0,0,0,1
144,"Usually a great app service. However, there have been many buffering issues on fast WiFi and 4G in recent versions. Reinstalling the app helps, but then the app crashes. You neglect quality assurance.",0,0,0,1
145,"3 stars for functionality, high power consumption since the 626 update, poor data sharing, game statistics on different devices.",0,0,0,1
146,Really good. But a little slow when loading houses,0,0,0,1
147,"I have been using your app for a few years as we are actively looking for a home in a smaller city with a cooler, greener environment. With this app I can not only see the inside of the house but also all possible views. Sometimes it loads a little slower than I'd like, but I'm usually happy with Zillow's performance. Good job",0,0,0,1
148,You need a quick view of some important options in the app. Otherwise it is difficult to use.,0,0,0,1
149,It's moving really slowly. Is there a way to speed it up? It's pretty frustrating,0,0,0,1
150,"I have no idea how this is even possible, but this app can literally translate Chinese characters into English in real time as you view them through your phone's camera.",0,0,0,1
151,Uses much more data and battery than the competing app called iTranslate.,0,0,0,1
152,"It's Google Translate, which usually works if the app allows it. Even with a proper connection, not all functions work due to a network error. The microphone feature works from time to time as it either doesn't listen or finds a reason to stop after 5 seconds. I'll stick with the browser version.",0,0,0,1
153,"The application is very poor and slow, requiring years of light before humans depend on it for their daily tasks",0,0,0,1
154,"Good game. The delay is caused by all updates that make the player better. Still, you should get it.",0,0,0,1
155,I have 3 gyms and the game was lagging and not giving me coins. Please fix it,0,0,0,1
156,Also correct my settings for my account. Every time I log into my account I have to turn off sounds and music and turn on power saving mode but not my Pokemon Go Plus. Let me switch accounts and keep my settings,0,0,0,1
157,"Hello Pokemon Go creators, I had an account with all Pokemon Gen 1 Gen 2, now I can't access my account I'm trying to catch a starter Pokemon. I pick one, I tap it and guess what's holding me back. I tried to catch a starter Pokemon 5,017 times. My head hurts, if you don't fix this I'll have to delete this game and make a diss track With the game you also only have 1 year to fix the game. It keeps delaying me when I try to catch a starter Pokemon on my new account and my old account. Will be featured on Life Galaxy, that's my channel name, so make sure you fix this game. Also I have 20 subscribers but music and diss tracks get at least 20 views so please fix this game",0,0,0,1
158,"This was a great game and I really enjoyed it, but the problems were piling up and Niantic is doing next to nothing about it unless it involves paying for items. The game keeps crashing and has been doing so since release. Now the PoGo Plus has a bug that makes it nearly impossible to use unless you stand still and keep your fingers crossed. Report all you want, but the bottom line is that they won't do anything to fix the problem unless it impacts the bottom line. Hey, the people with the plus ones already bought it, so screw it, right",0,0,0,1
159,"I just tested it and compared to my Adonit Pixel the lag, delay and parallax on this new Wacom stylus are terrible.",0,0,0,1
160,Polished app...freezes too much...iPad Air 2 disappointed,0,0,0,1
161,"My I-Pad has update 9.3.5 and this app keeps crashing. I know it says it only works on 10.0.0, but I've had this app for so long that it worked really well. Everything still works very well, except for the fact that sometimes I cry because it lags and crashes for so long. I use the app to create basics for small animations and it keeps crashing. This is very disappointing because the app is beautiful and perfect for everything I do, but when I'm drawing it keeps crashing and lagging. please help",0,0,0,1
162,"Hey guys, I love this app. But I have to say that I sketch quickly, just old fashioned habits... I notice lags where I don't notice them with Apple Notes. I think it's fixable.",0,0,0,1
163,"Honestly, this is a great app. For anyone who is an artist and wants a good program to use, BUY THIS. It has almost all the features of Photoshop and you can use unlimited layers, making it look even more professional and worth your money. You can import your own images and even import more into the already open file if you need a reference photo. That being said, sometimes my app randomly freezes for a few seconds, but I've read over the internet and that could also be due to IOS 11. Hopefully this will help your most disgruntled unpatriotic person with this",0,0,0,1
164,Would be a great game if it didn't take ten minutes to load even on high speed WiFi. It's not worth the wait. Try Nentendo again.,0,0,0,1
165,"Where this game really fails is the controls. If you want to make an endless runner Mario game, the controls MUST be flawless to compensate for the lack of freedom that regular Mario games offer. The touch controls are not responsive enough and disabling 3D Touch doesn't help. The game is unnecessarily difficult to play because you don't have the precision of a gamepad. I believe this is a reflection of other reviewers' greatest frustration with the game.",0,0,0,1
166,"I'm not sure if this is just my device, but I have an iPhone 7 Plus with great battery life, which usually only drops to 88 at the end of the work day with moderate use, HOWEVER when downloading this app, even when it's completely im Idle is If I turn off background app refresh, it killed my battery life. Within hours of the app being available on my phone, it was down to 50. Since the app is so much fun, it's a shame that this was a problem enough to completely remove the app from my phone. After removing the app from my phone, I know that the battery life is just as stable as before. Super big disappointment.",0,0,0,1
167,"To update the list of rally opponents, the user must restart the app. This takes a lot of time and is a significant hindrance to gameplay. Once this is fixed I will give it 5 stars.",0,0,0,1
