id,review,Usa,Sup,Dep,Per
736,I just updated my phone and Pandora is still crashing This has been going on for months nothing is fixed,0,1,0,0
865,"I really enjoy this app but recently it has been crashing in the middle of at the end of cycles. Therefore, I do not deserve the credit of working, nor the achievements. It needs to be fun. Other than that, great workouts and I found myself in really good shape, biting the stakes... UPDATE",0,1,0,0
576,"The app stopped working after updating. Not even allowed to update, saying the version is not supported.",1,0,0,0
753,I have an iPhone 4 to use this app. Now when I have to use it to speak and write in Spanish it glitches and says network error. I know what the app is. But I used them and worked them out a lot.,0,1,0,0
57,It's a shame that the most expensive app I have is the one that takes the longest and crashes the most. Fix it up.,0,0,0,1
375,"3 stars for functionality, high power consumption since the 626 update, poor data sharing, game statistics on different devices.",0,0,0,1
938,"I love swiping, but this keyboard changes more words than I can handle. You will always have to change the words as you type. A great idea, but the method is also frustrating to continue using. If you could go into settings and turn off autocorrect, this would be the one and only keyboard. Unfortunately, they don't update or post anything. I don't usually write reviews, but I wish I knew this before I posted an application. good luck",0,1,0,0
127,"Determining the direction of travel is slow, there is never a direct route, and the ever-changing scale makes it difficult to determine the next turn without having to concentrate or stare at the screen.",0,0,0,1
791,After the last update the app says no network connection or trying to access your messages user accounts must be assigned to the ASC Hierarchy to access this page.,0,1,0,0
234,I tried this app and found that it uses around 500MB of data in a 5 hour period. Is no longer used.,0,0,0,1
1062,"All features work as they say, except for the call to find device option.",0,0,1,0
44,"I just tried this and compared to my Adonit Pixel, the lag and parallax are horrible with this new Wacom Stylus.",0,0,0,1
740,"The app will be amazingly cool if they start adding something with foreign languages, I heard it also helps with cognitive development.",0,1,0,0
912,"I didn't expect much, but much less. I would like to know what I am looking at in the sky and I thought this app would help but there seems to be no connection between the iPad and the display this app provides. Sky Walk says I'm looking at the sunrise when the iPad looks at the sunset. He pointed out that I could see the full moon in the middle of the dark sky. Does anyone out there know how I can know the heavenly things I see in heaven. This app is definitely not the answer.",0,1,0,0
656,It's nice to know the battery percentage instead of low to medium full.,1,0,0,0
735,"It's the best app for listening to music, but it accidentally turns itself off on iOS 11. It just works properly and turns itself off.",0,1,0,0
1205,Home values ??change often and are 4060k off actual valuations. Is it just in my area or is the problem everywhere?,0,0,1,0
1091,"The app is great when it works. For the last month it has been unreliable and crashes for no apparent reason at any time of day or night while in use. Unpredictably since you will carry on fine using the app, it will crash and close for no apparent reason. If Fitbit could finally address and fix this problem, I would give the app a 5-star rating.",0,0,1,0
541,"Finding the extended weather forecast for my area is a real pain. The website is good, but the app definitely isn't.",1,0,0,0
596,I canceled the payment via credit card because they couldn't cancel the subscription via avira,1,0,0,0
473,"I would give it five stars, but the ridiculous ads that take up the entire screen make me want to install a different app.",1,0,0,0
502,"Good map visualization. More content can be added to the screen. The highlights of the weather forecast are given first, then maps of humidity and rainfall and frontal movement are shown.",1,0,0,0
743,"I was also unable to update the IOS to the latest IOS. When I did, I noticed that I had lost all of my previous scores and many of the games that I had mostly under my tongue.",0,1,0,0
36,"It uses much more data and battery than the competing app, called iTranslate.",0,0,0,1
67,"This app makes your phone slower. It affects your RAM faster and slows down your phone. Therefore, I request the developer to update this so that it does not drain the battery and slow down the phone's processor.",0,0,0,1
137,"Since the last update my battery has been empty in 3 hours. I don't understand why, even in offline mode. I can't use it now. Please fix this issue",0,0,0,1
653,I used to have a Charge HR and loved its vibrating silent alarm. A strong vibration woke me up. I recently upgraded to a Charge 2 and can barely feel the vibration. I'm not happy about this at all. The heart rate sensor seems to be more accurate though. The application is user friendly.,1,0,0,0
253,This app CONSTANTLY buffers my music and won't play it. 3 out of 5 times when I open it to play a song it just says "Buffering" and nothing plays. AND I PAY FOR IT. But it won't last long...,0,0,0,1
130,"The filters themselves are great. The processing time is not too long. However, it takes far too long to look at the results of multiple filters individually. The problem is exacerbated by adding additional filters. Previews would be great or perhaps the app would handle multiple photo filters while plugged in overnight.",0,0,0,1
662,"I love the Fitbit app and have been using it for almost 2 years, but recently it won't let me open the app. The first time I tried it, it said it was cleaning things up for me, like it occasionally does, but then it crashed after a while. I haven't been able to log into the app for two or three days. Please fix this issue",1,0,0,0
246,It took a very long time to load and when it finished I was given an error message saying something went wrong. Try again later.,0,0,0,1
18,"This app was always slow at rendering images, but now it just crashes almost every time I try a filter. Fix your shizz I deleted it",0,0,0,1
801,I put money into this and would like to see it grow or at least be compatible with my phone,0,1,0,0
235,Please note that there is no security protection here. I'm disappointed. I don't need you to secure my contacts. I don't need you to secure my contacts. I don't need you to backup my photos or anything else on my phone. I don't need you to tell me the storage space on my phone. None of the things you advertise make my phone more secure. All of the above already takes care of everything I needed to do to reassure you or at least help ensure that there is an increased security scan that you would not provide so you will be deleted.,0,0,0,1
1060,"Also, I have 82 processes and I am proud to have scanned 55 of them, why not scan them all or report Trojan APT process malfunctioning",0,0,1,0
52,"To update the list of rally opponents, the user must restart the application. This is time-consuming and a major hindrance to the game. Once this is fixed I will give it 5 stars.",0,0,0,1
1137,"Okay, whatever update Google Maps received is terrible. It doesn't update while I'm driving and thinks I'm sitting in the same spot when I move and wait for new directions. Very frustrating, I used to love this app, but now I barely use it. It's dangerous to use while driving, so I have to pull over and enter the address into another app or the car's GPS. Please correct",0,0,1,0
751,Why can't I transfer online? Please add this feature.,0,1,0,0
91,"I like the application. The color radar is excellent. I like the information I receive with notifications. However, notifications in case of bad weather do not arrive on time. For example, I will have received several alerts from another weather app before I even received one from this one. I live in central Georgia. We have some pretty bad storms in the spring and summer. I don't know why this is, but if the timeliness of the notification can be fixed, I'd give it a 5.",0,0,0,1
1120,"The app worked great, but now I can't access my personalized information because I keep getting an error when logging in that says ""sorry, something went wrong."" It's been like this for months despite app updates and password changes.",0,0,1,0
1099,"Since the last update, my ""Current Location"" is off by a street or two and sometimes, if I'm lucky, a few houses away. So when I look for a Starbucks store, for example, I'm trying to find a certain landmark like this in a shopping center If yes, what are the stores nearby, so that I don't miss the turn to go in there on the app and the photos of the shop, from different areas of the city, are all the same.",0,0,1,0
104,"Whether it's the app, the new iOS, or the combination, this beautiful app constantly crashes and crashes frequently, rendering it essentially useless. If it is fixed, I will rate it again with 5 stars...",0,0,0,1
528,The user interface is great. The quality of the user interface is compromised by the confusion caused by the differences between the sections. Please develop a consistent UI.,1,0,0,0
802,The latest iOS update does not work. Keeps closing e,0,1,0,0
827,I bought this app and it won't work. It says the developer needs an app. You want my money. That certainly will not happen. Such BS,0,1,0,0
549,The radar almost never loads. What a great POS. hate it,1,0,0,0
264,It's moving really slowly. Is there a way to speed it up? It's pretty frustrating,0,0,0,1
1170,"After recent updates, some filters, such as Surf and Thota Viakuntam, caused the app to crash, but after recent improvements, fewer filters cause the app to crash.",0,0,1,0
493,"Accuweather has been my favorite weather app for the past few years, but after its recent redesign, it has fallen to the bottom of the list. What's up with all the videos in between? The shadow background disappears, which makes reading easier.",1,0,0,0
1103,"Google was the go-to for maps. I love Google and Apple products. But by adding so many features to maps, Google has lost focus on the main directions. The app will recalculate and take you to the wrong address like Apple Maps, when they first came out. Great news, but they will only show gas stations on a Google paid location. Or the closest ones or the cheapest ones along the route. But the app got 1 star because the basic features of the app don't work properly.",0,0,1,0
953,I have the option disabled because it stops working so frequently. I will either get a blank table with no entries or NOTHING. Same with the iPad. He was quite disappointed.,0,1,0,0
859,"Users have absolutely loved this for years But after the 10.3 update, the number freezes sometimes after the middle sign there... and always freezes when the phone is locked. Please update",0,1,0,0
742,"3 stars for functionality, high power drain from 626 update, poor sharing of game data across devices.",0,1,0,0
646,"The worst thing about the app is that it doesn't update steps, heart rate. Have a problem with the application?",1,0,0,0
196,But... no more updates since 2015 and my phone is starting to notice and complain. Please come for the update,0,0,0,1
522,Please restore the old format of Accuweather for iPad. The new format is horrible and the old format was too easy to use. This new format is difficult to navigate and complicates the process of obtaining forecasts quickly.,1,0,0,0
889,"Since updating to the iPhone 7, I haven't received any weather notifications in my area. I bought this app for a specific purpose. And yes, I have checked to make sure that I turn off all notifications in my app and my notifications. I also updated the app.",0,1,0,0
1042,"Not very accurate in eastern Pennsylvania. It will show that it is raining but the description says rain will start in 15 minutes. I believe it is based on information from airports, so the further you are from that airport the less reliable it will be",0,0,1,0
871,I downloaded the app and immediately got a warning that my phi is slow or because this version is outdated. Please update for iPhone 7 Plus users. Thank God.,0,1,0,0
140,The app definitely needs to be revised. Crashes about every 15 seconds on an Apple Watch and most of the time the app takes about 30 seconds to load regardless of connection speed. These times are much worse when I'm connected to Apple Play in my car.,0,0,0,1
836,This is my favorite app to use every day. My phone tells me that it won't work on future iOS updates unless I apply developer updates. Keep this app up to date,0,1,0,0
917,"Since I couldn't find the version on my iPad I deleted it and redownloaded it. For today, November 9, ISON is not far away. However, on November 28, 2013, with it at perihelion, it is still shown in Virgo.",0,1,0,0
271,Also correct my settings for my account. Every time I log into my account I have to turn off sounds and music and turn on power saving mode but not my Pokemon Go Plus. Let me switch accounts and keep my settings,0,0,0,1
379,It's moving really slowly. Is there a way to speed it up? It's pretty frustrating,0,0,0,1
705,"Google Maps has a poorly executed feature where it will find faster routes and redirect you to save time. This time is often less than 5 minutes. Unfortunately, I have witnessed many times that when I merge on the highway, Google will without fail redirect me, causing me to take my attention away from the road and onto my phone. The rejection options are too small and require precise clicking. This needs to be an optional feature that you can turn off. Its timing is terrifying and dangerous. I have submitted this as app feedback, but until this feature becomes optional, I cannot in good conscience recommend this app.",1,0,0,0
508,"I love the 120 minute rainfall forecast. It helps me plan when to go for walks. However, the radar function still needs some improvement",1,0,0,0
588,I have an app but to add other apps you have to DL each app but I can't because I don't have enough storage on my phone. It would be nice to have everything included in one deal.,1,0,0,0
602,"Please note that there is no security here. I'm disappointed I don't need you to back up my contacts I don't need you to know where my phone is I don't need you to back up my photos or anything else on my phone I don't need you to tell me the storage space on my phone ? None of this makes my phone more secure, which is what you're cracking up to be. Everything mentioned later has been taken care of, all I need you to do is ensure or at least help ensure enhanced security scanning, if you don't provide it then you will be removed.",1,0,0,0
808,I just bought this app and they said it won't work with future iOS updates unless you update this app and there are no updates for it.,0,1,0,0
702,"Things can be found along your route. For example, I'm going to my grandma's house, but would love to find a gas station or bank along the way. Apple Maps really just combines this and ups their game¡­",1,0,0,0
784,"Every few updates make this app work so that you don't open it. After a recent update I started getting errors and couldn't connect, decided to look back to see if that helped now I'm stuck on the login page. When the app actually works it's very useful but the app needs some serious support to keep this issue going",0,1,0,0
380,"I have no idea how this is even possible, but this app can literally translate Chinese characters into English in real time as you view them through your phone's camera.",0,0,0,1
632,"Love this app, just wish there was a way to set different dates for each hour of movement. Going in and changing the time for weekends or days off can really mess up the whole system.",1,0,0,0
659,Works fine most of the time. The biggest problem I have is that it keeps me logged in too often. At least add a quick login option.,1,0,0,0
1039,I would also like to know where it is connected to where it receives the readings. It's nowhere near any of the readings in the area I live.,0,0,1,0
180,"Been using it for years. I'm absolutely thrilled. However, after the 10.3 update, the countdown sometimes freezes after the halfway mark... and always freezes when the phone is locked. Please update",0,0,0,1
1182,"Every time I use the app, when I insert a couple of songs, the app crashes and my phone automatically restarts.",0,0,1,0
874,Please do an update because the iPhone 7 is slower and the app . making me,0,1,0,0
317,It's so slow that the storms will pass before the loop loads. Please get it repaired,0,0,0,1
113,"Since updating to the new version I have had nothing but problems. Loading is very slow and when it does it constantly crashes. I liked the previous version where you could just have a layer of bottomless lakes. Now I can't get rid of the background map like I could in the previous version. It shows that I should be able to turn off the photo background, but when I do this I also lose the lakes. Oh yeah, and more than half the time the outlines don't appear. I wish I could get my money back.",0,0,0,1
489,"Also, since ios10, they have enhanced the lock screen widget and the temperature of the widget may be difficult to read. Accuweather was notified a few weeks ago, but the problem is still unresolved.",1,0,0,0
228,"Since I updated to the new version I've had nothing but problems. It's very, very slow to load, and when it does, it keeps crashing. I liked the old version where I could just have a lake layer with no background. Now I can't remove the background map like I could with the old version. It shows that I should be able to turn off the background of the photo, but if I do that I also lose the lakes. Oh, and more than half of the time the contours don't show up. I wish I could get my money back",0,0,0,1
623,"I love this app, it's awesome. I can't get enough of Blaze and use the app to view all my data. I got all the information I wanted, it's amazing and I love using it. But I want three things. 1 works with the weather app to get daily weather notifications so I can see the weather on my wrist before the day starts. 2 Get more food items to scan, or the Perdue chicken barcode or other major food company barcodes aren't even in the database. 3 Heart rate tile needs bug fix. You won't be able to click it until the end of the day because once you click it, no new data will be added when you click it again. This is a bit annoying when you want to see data at noon but have to wait until the end of the day to see it. If you click at noon, it will not be updated when you click again to view the data at the end of the day.",1,0,0,0
1131,No information about the bus route. Location tracking not updated while taxiing. I'm not sure what went wrong.,0,0,1,0
752,"However, I still have a problem with Translate off line",0,1,0,0
357,"Determining the direction of travel is slow, there is never a direct route, and the ever-changing scale makes it difficult to determine the next turn without having to concentrate or stare at the screen.",0,0,0,1
134,This version cannot be compared with the previous version when I enjoyed using this app. Now filters take a long time to load and you don't see the preview below. Requires a lot of patience and time.,0,0,0,1
89,"The app needs serious improvements. I can't find my location showing at least 160 north of the actual location. The radar is cheesy at best, has a poor refresh rate, and is also very slow and inaccurate. Don't think that the app screenshots are a fair representation of what you get with the app. The weather channel app is way above the trash.",0,0,0,1
314,"Based on a number of positive reviews for this app, I purchased the app and got ready to start my 7-minute workout. When I opened it, I received a warning that said this app could cause your phone to slow down. The app developer needs to update this app for compatibility reasons. After clearing the prompt, I received another popup saying ¡°Rate our app¡±. Rating the app helps us carry out free updates. I thought that paying for the app allowed the developer to make updates, so it was disappointing to be faced with these two prompts. Anyone thinking about purchasing should wait until the developer provides one of the promised free updates to improve compatibility. Hopefully this review will help you with that.",0,0,0,1
1066,I do not know what to think. My phone shows that I have a lot of free memory. But this app says otherwise. I don't want to leave questions that I want to be sure of.,0,0,1,0
717,"Update on May 25, 2017. ... the problem was resolved for a while, but after the update before this, the problem came back and continues through this update. I can't open password protected documents.",0,1,0,0
114,"Great app, great concept. I like the design, it's very good. It is soft but could be softer. They need to work on speed and stability, but it's not horrible at the moment. Great app overall.",0,0,0,1
416,"I downloaded the app and immediately received a warning that it could slow down my PHI, even though this version is outdated. Please update for iPhone 7 Plus users. Thanks.",0,0,0,1
1202,He acknowledges that there was a change so I was using him as a reference point for how much Reno to do. He comes back.,0,0,1,0
936,"There are many bugs and lots in this one. No updates since almost a year has passed, not even holding their breath to even have a fix. It crashes a few times a week...leaving a gray space where the keyboard should be. Predictive text is rather odd... if you're used to Apple's predictive text and corrections which I find very accurate and intuitive, this might be a mistake. Flaws are more common in other reviews that I have previously looked at and have been completely overlooked, so please see before you end up with a useless purchase.",0,1,0,0
1179,"Ok, photos and stills work fine, but trying to use videos causes the app to crash almost every time.",0,0,1,0
637,"To continue upgrading, please add a personal review and nutrition section. . . vitamins.",1,0,0,0
474,"It doesn't let me import files from my gallery to the app cloud, but it tells me there's still a lot of free space on the cloud...it was great until it stopped working",1,0,0,0
888,"Updated review As you can read below, I loved this app. Unfortunately, it has not been updated for ages, but the main questions are very accurate. It pours outside and still doesn't wake up, and the app says otherwise. Another fact I have to admit is that both live weather and this app are both from the same propeller yet the info varies dramatically. Temperatures are shown to differ by up to 10, and they don't seem to match anything. I hope this will definitely happen. Apalon is a great company and I own most of their apps. I just hope the apps haven't been abandoned.",0,1,0,0
704,Great app but please wish to see easier options to switch from highway to street routes and realistic scenic street views,1,0,0,0
1160,I deleted the app and downloaded it again. It crashes again and again. What's the problem here?,0,0,1,0
949,It's generally pretty decent but the iphone version has these features that are crazy. Please fix the update...,0,1,0,0
430,Please update the app compatibility to prevent iPhone 7 from running slower. Please and thank you,0,0,0,1
698,"Really like the idea of ??a widget that shows traffic conditions, but it only shows a radius of about 1015 miles, and since my location is centrally located and I only commute in one direction, I can only really get a very small 5 mile area Useful traffic information. Need to be able to make the displayed area larger, please... otherwise this is a good idea",1,0,0,0
579,Keep bees dependent on this app but after the latest update it is no longer compatible and thankfully you won't be included when I receive my iPhone 8,1,0,0,0
1148,This app crashes when you try to apply a filter. My phone is an iPhone 6 Plus with 128GB of space running iOS 10.3. No reason why it should crash.,0,0,1,0
544,I feel like this app has become unnecessarily complex. I don't like the user interface.,1,0,0,0
79,I love the app but it slows down. The iPhone 7 needs an update.,0,0,0,1
397,"To update the list of rally opponents, the user must restart the app. This takes a lot of time and is a significant hindrance to gameplay. Once this is fixed I will give it 5 stars.",0,0,0,1
631,"Love this app I would give 5 stars if you could set an alarm when your heart rate reaches a specific bpm. Other than that, I love my Fitbit and the app",1,0,0,0
399,"I liked this app until I encountered an issue with the Blender tool that caused resized PNG files to become pixelated. While I move it in the artwork it's fine, but when I lay it down it loses its quality. Please fix the problem",0,0,0,1
578,The update says it is not compatible with iPads. This is the iPad version. It¡¯s worthless if it can¡¯t be updated.,1,0,0,0
241,PLEASE LET US DELETE THE CARD HISTORY AT ONCE. INDIVIDUALLY IS SLOW AND TIME CONSUMING. It takes a long time to delete everything. INCREDIBLE,0,0,0,1
19,"This version cannot be compared to how it was before, when I enjoyed using this application. Now the filters take a long time to load and you don't see the preview at the bottom. It requires a lot of patience and time.",0,0,0,1
952,"Rumor has it that the next iOS system update will no longer support 32-minute tablets, if they do not update, they will no longer be accessible to their users.",0,1,0,0
306,This is not optimized for iPhone Plus resolution. iOS says it may slow down my phone.,0,0,0,1
1052,"I loved the app at first, but now I think the temperatures for the day are very inaccurate. So I also use Weather.com",0,0,1,0
80,"I am excited to use this app to lose my excess weight. I wish it wasn't so slow and faster. I have an iPhone 6s Plus and I'll be keeping it when I upgrade to the 7 in a few months, so I hope it keeps updating.",0,0,0,1
224,"I think it's great that Swype exists. Just not the fact that it causes apps to crash or simply not respond at all. Completely different words are spoken than intended, it's almost comical.",0,0,0,1
591,"If you forget your password or PIN, it's worthless and the content cannot be recovered. There was no support and no response from support. The app is of no use",1,0,0,0
510,"I really like all the weather-related information provided, but on current iOS, when you add the app to the summary search screen, the text is illegible. I would like it to provide the temperature for each day of the week, not just the current temperature, and in doing so the number would overwrite the other number.",1,0,0,0
558,"This is one of the worst security apps I've ever seen, and its user interface is one of the worst designed of any type of app.",1,0,0,0
16,"It took a long time to load and when it did, it gave me an error warning saying Something went wrong, please try again later.",0,0,0,1
937,"Running iOS 10.3.2 on the new 10.5 iPad Pro and it's super buggy. More often than not, developers decide to show up randomly or not. When it does, the keys don't show, giving you no way to input values.",0,1,0,0
344,"Great app, great concept. I like the layout, it's very good. It's smooth, but it could be smoother. They need to work on speed and stability, but right now it's not terrible. Overall a great app.",0,0,0,1
305,This is a great app but it really slows down my phone. Updates are needed and please make it faster. It's annoying when it's slow.,0,0,0,1
159,"I just tested it and compared to my Adonit Pixel the lag, delay and parallax on this new Wacom stylus are terrible.",0,0,0,1
293,Why is no one excited about this app? The idea is a great 7-minute workout. But it drains the battery and needs care,0,0,0,1
873,It needs to be really fun to look great on iPhone 6 and newer. Now that's a dirty salad. I don't recommend buying it if you have an iPhone 6 or 6S,0,1,0,0
738,"I used to subscribe to this app, and I loved it. So since I removed myself from Facebook, now it won't let me find my Gmail account. Oh well.",0,1,0,0
845,Please update your app so it is compatible with future versions of iOS Thanks,0,1,0,0
164,Would be a great game if it didn't take ten minutes to load even on high speed WiFi. It's not worth the wait. Try Nentendo again.,0,0,0,1
876,"I love this app. use every day I would like to give five stars for usefulness. TRUE 1 it hasn't been updated since April 2015, 2 it shows a warning that your iPhone may be slow, which means it's 32 bit and won't work anymore after future iOS updates, and 3 the developer never answers questions. So 1 star for the future, 2 stars overall. I'll be using it until it dies, but I should probably look for a similar app that's still supported.",0,1,0,0
183,It's the first time I've seen a warning message from an app saying that this app may be slowing down my phone. Strange.,0,0,0,1
794,"This app is awesome. It constantly says I'm not connected even though Im connected to WIFI or if I can use other apps over the web, 70 times using safari. DO NOT DOWNLOAD this APP",0,1,0,0
585,I don't know what to think. My phone shows that I have a lot of free memory. But this app says something different. I don't want to leave questions that I want to be reassured about.,1,0,0,0
255,The app definitely needs to be revised. Crashes about every 15 seconds on an Apple Watch and most of the time the app takes about 30 seconds to load regardless of connection speed. These times are much worse when I'm connected to Apple Play in my car.,0,0,0,1
862,"Having used many of the other 7-minute workouts, I conclude that this one is a personal favorite, personal note. Most of the other one require you to pay for other features when this app gives it after the initial purchase. The workout itself is amazing because it turns off my engine and will still last the workout. The additions to this app are also great, but I feel like the initial workout is enough. The reasons why I gave this 45 instead of 55 is because of the lack of updates and improvements that can be made in the app to adapt to newer devices, such as the iPhone 6 or 7. Since there is extra time, per app. it consumes more battery on newer devices than on older devices your device will send a notification of this issue when using the app as a reminder. In conclusion, this is a very good app for those who, like myself, do not have time to workout for long periods in an expensive gym. I would definitely recommend this app to anyone.",0,1,0,0
1067,"The app is good and all the features work well, but the app keeps crashing randomly and I don't know why it crashes. I have the iPhone 7.",0,0,1,0
654,"It's an off-road vehicle. I don't like that when I scroll each day, some of the badges don't change based on that day's input. No matter which day I scroll to, the box badge remains the same, so I have to click on the badge to get the daily breakdown.",1,0,0,0
640,"The interface is very good. Not pretty, but okay. But the app is out of sync. The lack of direct integration with Apple Health means you have to jump through third-party hoops, some of which end up obfuscating the data you're trying to interpret. To avoid confusion, people are tempted to use an Apple Watch.",1,0,0,0
771,This non-workout iPad game has tried everything to make it work but it never does. If anyone has any advice let me know,0,1,0,0
198,It's a good but slow app. Needs some speed improvements.,0,0,0,1
532,This app was better then than it is now. You can no longer see the 5-day weather forecast at a glance Too many ringtones are unhelpful and only distracting,1,0,0,0
307,"I love this app. I use it every day. I'm happy to give it five stars for its usefulness. BUT 1. It hasn't been updated since April 2015, 2. It shows a warning that your iPhone may slow down, meaning it's 32 bit and may stop working after future iOS updates, and 3. The Developer never responds to questions. So 1 star for the future, 2 stars overall. I'll keep using it until it stops working, but you should probably look for a similar app that's still supported.",0,0,0,1
1083,"Is faulty. I don't like how when I scroll from day to day some badges don't change based on the day's input. The box badges stay the same no matter what day I scroll, so I have to click on the badges to get the daily breakdown.",0,0,1,0
1209,"I love the ability to view the property via my mobile device, but when you click Contact Agent, it goes through Zillow and they set up an appointment so you can contact the agent. I had 2 appointments scheduled and no contact from the realtor. I asked why and never heard back from Zillow. If you find a property you want more information about, you'll need to search for a real estate agent and contact them yourself without going through Zillow.",0,0,1,0
1040,It's a good app but the widget has some bugs on iPhone 7,0,0,1,0
7,"Able to get a good overall picture of my physical progress. However, timing is a problem. Syncing via bluetooth takes some time. I have a Charge 2 tracker. It seems that activity syncing is quite disabled and it seems to sync backwards. Instead of charging 2 for app updates, app updates charge 2 with stale activity data. For example, my Charge 2 tracker and my app were synced and showing 20 minutes of activity. After brisk walking, loading activity 2 was shown for 30 minutes. When I synced it to the app, charge 2 again showed only 20 minutes of activity",0,0,0,1
390,Polished app...freezes too much...iPad Air 2 disappointed,0,0,0,1
1136,Long time veteran Google Maps user. Unfortunately now the application crashes while searching and has other bugs. It might be due to iOS 11. I have an iPhone 7 with iOS 11.0.3.,0,0,1,0
968,"Don't buy this app until you fix the sync feature. Without it the app is pretty useless. When writing to Navionics why I couldn't sync with my Raymarin for a long time, they basically told me to hl. There are also some how they block reviews on their other products so customers can't see how much they've given us.",0,1,0,0
302,Update: It would be nice if this app received some iOS 10 optimizations. I'm tired of iOS reminding me that this app may be slowing down my phone. Posting workouts on HealthKit would also be a great addition.,0,0,0,1
842,But now I'm afraid I'll lose this app without an upgrade because Apple reminds me it requires it to work with the latest iOS release. When the app can be upgraded I will charge the upgraded fee,0,1,0,0
1175,The latest update caused issues where the app would crash multiple times before finally applying a filter. Please correct,0,0,1,0
1107,"I love my Google maps, but... you have the wrong directions on a highway exit near me. Entering the highway. 50 west from Cameron Park Dr. Cameron Park CA towards Sacramento, the map entry says you are taking the interstate. 50 towards Placerville. The ""a"" is also referred to as a long ""a"". It is pronounced with a short ""a"".",0,0,1,0
48,"Honestly, this is a great app. For anyone who is an artist and wants to use a good program, BUY THIS. It has almost all the features of Photoshop and you can have unlimited layers, which makes it feel even more professional and worth your money. You can import your own images and even import more into the already opened file if you need a reference photo. But that being said, sometimes my app freezes randomly for a few seconds, but I've read about the internet and that could also be iOS 11. Hopefully your most resentful unpatriotic helps with that.",0,0,0,1
1011,"The app updated without my knowledge and stopped halfway through, so I checked again and it DELETED the app. I was furious, downloaded it again and ran into the same problems as everyone else",0,0,1,0
